word_id,sent_id,is_primary
bar-n,t1355093,0
bargeld-n,t2880505,0
bargeld-n,t6695180,0
bart-n,t4732114,0
bart-n,t340868,0
batterie-n,t704457,0
batterie-n,t656122,0
bau-n,t443187,0
bau-n,t5297958,0
bauer-n,t1179680,0
bauer-n,t344354,0
bauernhof-n,t7917057,0
bauernhof-n,t408407,0
beachten-v,t2657186,0
beachten-v,t5881195,0
beamtin-n,x1-beamtin-n,0
beamtin-n,x2-beamtin-n,0
beantragen-v,t10016634,0
beantragen-v,t8309472,0
bedarf-n,t3268119,0
bedarf-n,t12786557,0
bedeutung-n,t6811713,0
bedeutung-n,t9295368,0
bedienen-v,t1914945,0
bedienen-v,t12815009,0
bedienungsanleitung-n,t5363858,0
bedienungsanleitung-n,t7668952,0
bedingung-n,t3543714,0
bedingung-n,t1955564,0
beeinflussen-v,t5342522,0
beeinflussen-v,t7697145,0
befinden-v,t586965,0
befinden-v,t822109,0
befreit-o,t971092,0
befreit-o,t8492997,0
befriedigend-o,t5821519,0
befriedigend-o,t1550801,0
begegnen-v,t791,0
begegnen-v,t10553059,0
begeistert-o,t10082395,0
begeistert-o,t1793818,0
beginn-n,t12026020,0
beginn-n,x1-beginn-n,0
begleiten-v,t636585,0
begleiten-v,t454629,0
begrenzt-o,t661404,0
begrenzt-o,t12188169,0
begruendung-n,t6866392,0
begruendung-n,t1228906,0
begruessen-v,t9447221,0
begruessen-v,t3087407,0
behalten-v,t3278571,0
behalten-v,t1411815,0
behandeln-v,t3344036,0
behandeln-v,t7465369,0
behaupten-v,t8468644,0
behaupten-v,t8101649,0
behindern-v,t1267243,0
behindern-v,t6090992,0
behoerde-n,t4631073,0
behoerde-n,t1402736,0
beinah-a,t451259,0
beinah-a,t2137934,0
beinahe-a,t7354593,0
beinahe-a,t1931509,0
beitrag-n,t9821236,0
beitrag-n,t481170,0
beissen-v,t4117466,0
beissen-v,t12427821,0
bekannt-geben-v,x1-bekannt-geben-v,0
bekannt-geben-v,x2-bekannt-geben-v,0
bekanntgeben-v,t1967650,0
bekanntgeben-v,t4192685,0
beleg-n,t12304850,0
beleg-n,t792141,0
beleidigen-v,t3293915,0
beleidigen-v,t1950468,0
bemerken-v,t771030,0
bemerken-v,t2441497,0
bemuehen-v,t12159870,0
bemuehen-v,t1665131,0
benzin-n,t13775395,0
benzin-n,t1081826,0
benoetigen-v,t498502,0
benoetigen-v,t2465921,0
beobachten-v,t413884,0
beobachten-v,t783362,0
beratung-n,t783030,0
beratung-n,t1220629,0
berechnen-v,t651890,0
berechnen-v,t746828,0
bereich-n,t2467330,0
bereich-n,t3234301,0
bereit-a,t1813513,0
bereit-a,t1314879,0
bereits-a,t1684020,0
bereits-a,t776181,0
bericht-n,t560620,0
bericht-n,t2392641,0
beruflich-a,t13931128,0
beruflich-a,t6644179,0
berufstaetig-a,t5856617,0
berufstaetig-a,t9081410,0
beruhigen-v,t6931082,0
beruhigen-v,t5203650,0
beschliessen-v,t6804700,0
beschliessen-v,t406375,0
beschreibung-n,t1061055,0
beschreibung-n,t5300060,0
beschraenken-v,t10527108,0
beschraenken-v,t665942,0
beschaedigen-v,t364986,0
beschaedigen-v,t1511855,0
beschaeftigen-v,t2765872,0
beschaeftigen-v,t8055622,0
beschaeftigung-n,t3537127,0
beschaeftigung-n,t3864767,0
besetzen-v,t2935628,0
besetzen-v,t797204,0
besonder-a,t8776199,0
besonder-a,t8045373,0
besorgen-v,t1046116,0
besorgen-v,t5589597,0
besprechen-v,t2285414,0
besprechen-v,t3031422,0
besprechung-n,t3949860,0
besprechung-n,t12757258,0
besserung-n,t4461936,0
besserung-n,t448432,0
bestimmt-o,t1552414,0
bestimmt-o,t6006548,0
bestrafen-v,t756056,0
bestrafen-v,t12391202,0
bestaetigung-n,t3190674,0
bestaetigung-n,t701374,0
beteiligen-v,t13637977,0
beteiligen-v,t6955926,0
betrag-n,t1514857,0
betrag-n,t2365504,0
betreuen-v,t7242348,0
betreuer-n,t1097418,0
betreuer-n,t2084123,0
betreuerin-n,t11151305,0
betreuerin-n,x1-betreuerin-n,0
betreuung-n,t10356123,0
betreuung-n,x1-betreuung-n,0
betrieb-n,t756016,0
betrieb-n,t365042,0
betriebsrat-n,x1-betriebsrat-n,0
betriebsrat-n,x2-betriebsrat-n,0
betriebsraetin-n,x1-betriebsraetin-n,0
betriebsraetin-n,x2-betriebsraetin-n,0
betrunken-o,t7151766,0
betrunken-o,t8231279,0
betruegen-v,t1703027,0
betruegen-v,t13900284,0
bevor-c,t353055,0
bevor-c,t362136,0
bevoelkerung-n,t2550666,0
bevoelkerung-n,t449662,0
beweis-n,t786,0
beweis-n,t1312384,0
beweisen-v,t394342,0
beweisen-v,t1841981,0
bewohner-n,t5067830,0
bewohner-n,t4158922,0
bewohnerin-n,x1-bewohnerin-n,0
bewohnerin-n,x2-bewohnerin-n,0
beziehung-n,t2055382,0
beziehung-n,t5084247,0
bieten-v,t10012607,0
bieten-v,t1407786,0
bildschirm-n,t9814683,0
bildschirm-n,t5222941,0
billet-n,x1-billet-n,0
billet-n,x2-billet-n,0
billett-n,x1-billett-n,0
billett-n,x2-billett-n,0
bio-a,t6568932,0
bio-a,t10178099,0
bio-o,x1-bio-o,0
bio-o,x2-bio-o,0
biologie-n,t119,0
biologie-n,t8091806,0
biologisch-a,t13246228,0
biologisch-a,t2676966,0
bisher-a,t638619,0
bisher-a,t11492133,0
blass-a,t457235,0
blass-a,t383215,0
blind-a,t1825135,0
blind-a,t382,0
blitz-n,t843647,0
blitz-n,t1839794,0
blitzen-v,t5433483,0
blitzen-v,t642054,0
bloss-a,t1863540,0
bloss-a,t406134,0
bluten-v,t4875942,0
bluten-v,t560191,0
bluehen-v,t518686,0
bluehen-v,t6901101,0
boden-n,t662158,0
boden-n,t396846,0
boot-n,t585465,0
boot-n,t798491,0
botschaft-n,t640032,0
botschaft-n,t2177184,0
braten-n,x1-braten-n,0
braten-n,x2-braten-n,0
brechen-v,t437412,0
brechen-v,t1934177,0
bremse-n,t2003990,0
bremse-n,t13442076,0
bremsen-v,t7293980,0
bremsen-v,x1-bremsen-v,0
brennen-v,t3537744,0
brennen-v,t655231,0
briefkasten-n,t662234,0
briefkasten-n,t2362450,0
brieftasche-n,t5868822,0
brieftasche-n,t6602195,0
brieftraeger-n,t700903,0
brieftraeger-n,t774974,0
brieftraegerin-n,x1-brieftraegerin-n,0
brieftraegerin-n,x2-brieftraegerin-n,0
briefumschlag-n,t403678,0
briefumschlag-n,t367889,0
broschuere-n,t3234369,0
broschuere-n,t12441162,0
brust-n,t602744,0
brust-n,t439933,0
broetli-n,x1-broetli-n,0
broetli-n,x2-broetli-n,0
bub-n,t1704628,0
bub-n,t5434483,0
buchhandlung-n,t817524,0
buchhandlung-n,t8629175,0
buffet-n,t3284054,0
buffet-n,x1-buffet-n,0
burg-n,t13902052,0
burg-n,t653898,0
buechse-n,t761257,0
buechse-n,t761524,0
buefett-n,x1-buefett-n,0
buefett-n,x2-buefett-n,0
buehne-n,t396405,0
buehne-n,t4896112,0
buerger-n,t4105338,0
buerger-n,t1541767,0
buergerin-n,t3369388,0
buergerin-n,t8347477,0
buerste-n,t12873488,0
buerste-n,t2344961,0
chance-n,t7956923,0
chance-n,t3388194,0
chic-a,t12447790,0
chic-a,t6819515,0
chipkarte-n,x1-chipkarte-n,0
chipkarte-n,x2-chipkarte-n,0
coiffeur-n,x1-coiffeur-n,0
coiffeur-n,x2-coiffeur-n,0
coiffeuse-n,x1-coiffeuse-n,0
coiffeuse-n,x2-coiffeuse-n,0
couch-n,t443562,0
couch-n,t741249,0
cousin-n,t1358656,0
cousin-n,t509352,0
cousine-n,t442197,0
cousine-n,t449982,0
couvert-n,x1-couvert-n,0
couvert-n,x2-couvert-n,0
da-c,x1-da-c,0
da-c,x2-da-c,0
dach-n,t2696130,0
dach-n,t363316,0
daher-o,t3939763,0
daher-o,t8357859,0
dahin-o,t327,0
dahin-o,t1494562,0
damit-o,t2224296,0
damit-o,t3246823,0
damit-c,x1-damit-c,0
damit-c,x2-damit-c,0
danach-o,t3522720,0
danach-o,t645091,0
dankbar-a,t1832881,0
dankbar-a,t3059931,0
darstellen-v,t3436303,0
darstellen-v,t3498102,0
darstellung-n,t6581482,0
darstellung-n,t12472447,0
dasselbe-o,t742454,0
dasselbe-o,t5156194,0
daten-n,t2112662,0
daten-n,t7272883,0
dauer-n,t872,0
dauer-n,t2130440,0
dauernd-o,x1-dauernd-o,0
dauernd-o,x2-dauernd-o,0
decke-n,t679278,0
decke-n,t2430905,0
dekorieren-v,t1940752,0
dekorieren-v,t13909064,0
denkmal-n,t10806489,0
denkmal-n,t1924003,0
derselbe-o,t5064321,0
derselbe-o,t7063256,0
dessert-n,t10559312,0
dessert-n,t5798356,0
desto-c,t6636956,0
desto-c,t10606431,0
deswegen-a,t2373782,0
deswegen-a,t1775381,0
detail-n,t1499946,0
detail-n,t7712643,0
dialekt-n,t850844,0
dialekt-n,t10089627,0
dialog-n,t13562926,0
dialog-n,t13908401,0
dicht-a,t1227148,0
dicht-a,t682735,0
dieb-n,t5064096,0
dieb-n,t1836246,0
dienen-v,t5886993,0
dienen-v,t8096717,0
dienst-n,t871112,0
dienst-n,t1880460,0
dies-o,t582193,0
dies-o,t754807,0
diese-o,t353620,0
diese-o,t445919,0
dieselbe-o,t736684,0
dieselbe-o,t2967269,0
dieser-o,t582193,0
dieser-o,t607085,0
dieses-o,t798505,0
dieses-o,t2858946,0
diesmal-a,t5013386,0
diesmal-a,t13759117,0
digital-a,t9073363,0
digital-a,t13428978,0
diplom-n,t1790617,0
diplom-n,t5785383,0
direktor-n,t7557258,0
direktor-n,t9176251,0
direktorin-n,t12589853,0
direktorin-n,t12989541,0
diskothek-n,t1529783,0
diskothek-n,t2709424,0
diskussion-n,t13637977,0
diskussion-n,t477266,0
distanz-n,t1905236,0
distanz-n,t1952324,0
diaet-n,t444466,0
diaet-n,t596376,0
doktorin-n,t6178289,0
doktorin-n,x1-doktorin-n,0
dokument-n,t5054705,0
dokument-n,t1833526,0
donner-n,t1083891,0
donner-n,t11555050,0
donnern-v,x1-donnern-v,0
donnern-v,x2-donnern-v,0
doppel-o,x1-doppel-o,0
doppel-o,x2-doppel-o,0
doppelt-a,t344591,0
doppelt-a,t744813,0
dose-n,t2082849,0
dose-n,t772887,0
dreck-n,t2069035,0
dreck-n,t12509906,0
drehen-v,t892,0
drehen-v,t7004555,0
drin-o,t1909414,0
drin-o,t877683,0
droge-n,t741185,0
droge-n,t5664747,0
drogerie-n,t10072004,0
drogerie-n,x1-drogerie-n,0
druck-n,x1-druck-n,0
druck-n,x2-druck-n,0
durcheinander-a,t2675733,0
durcheinander-a,t417926,0
durchschnitt-n,t2064545,0
durchschnitt-n,t5325672,0
durchschnittlich-a,t812539,0
durchschnittlich-a,t2492205,0
durstig-a,t414281,0
durstig-a,t716293,0
duzen-v,t2832668,0
duzen-v,t1508380,0
eben-a,t1774028,0
eben-a,t2429297,0
ebenfalls-c,t1713054,0
ebenfalls-c,t6766856,0
ebenso-a,t3118176,0
ebenso-a,t2456233,0
ec-karte-n,x1-ec-karte-n,0
ec-karte-n,x2-ec-karte-n,0
eck-n,x1-eck-n,0
eck-n,x2-eck-n,0
eckig-a,t10351694,0
eckig-a,t12057308,0
ehe-n,t618460,0
ehe-n,x1-ehe-n,0
ehepaar-n,t463659,0
ehepaar-n,t509654,0
eher-o,t574619,0
eher-o,t3567558,0
ehrlich-a,t438655,0
ehrlich-a,t6879685,0
eignen-v,t719818,0
eignen-v,t784177,0
eile-n,t3551985,0
eile-n,t1848660,0
eilen-v,t2493007,0
eilen-v,t1274003,0
ein-paar-o,x1-ein-paar-o,0
ein-paar-o,x2-ein-paar-o,0
einbahnstrasse-n,t10322559,0
einbahnstrasse-n,t4315595,0
einbrechen-v,t2393708,0
einbrechen-v,t347919,0
einbrecher-n,t1691092,0
einbrecher-n,t8338844,0
einbrecherin-n,t12672601,0
einbrecherin-n,t12672602,0
einbruch-n,x1-einbruch-n,0
einbruch-n,x2-einbruch-n,0
eindeutig-a,t3464286,0
eindeutig-a,t2880339,0
eindruck-n,t581272,0
eindruck-n,t609395,0
einerseits-a,t9386999,0
einerseits-a,x1-einerseits-a,0
einfahrt-n,t6023300,0
einfahrt-n,t522503,0
einfall-n,t2233792,0
einfall-n,t8234006,0
einfallen-v,t3266837,0
einfallen-v,t4123650,0
einfluss-n,t4073295,0
einfluss-n,t8661580,0
einfuegen-v,t786324,0
einfuegen-v,t13577618,0
einfuehren-v,t1695467,0
einfuehren-v,t3751906,0
einfuehrung-n,t8702066,0
einfuehrung-n,t2462788,0
einheitlich-a,t561329,0
einheitlich-a,t2080465,0
einigen-v,x1-einigen-v,0
einigen-v,x2-einigen-v,0
einkauf-n,t5167306,0
einkauf-n,t423830,0
einkommen-n,t341462,0
einkommen-n,t1562770,0
einnahme-n,t561341,0
einnahme-n,t604873,0
einnehmen-v,t4258756,0
einnehmen-v,t3465715,0
einrichten-v,t3104698,0
einrichten-v,t7785969,0
einrichtung-n,t1273195,0
einrichtung-n,t12596853,0
einsam-a,t393442,0
einsam-a,t5862831,0
einschalten-v,t1809147,0
einschalten-v,t1729520,0
einschliesslich-p,t3321538,0
einschliesslich-p,t630527,0
einschreiben-n,t1008619,0
einschreiben-n,t1976962,0
einsetzen-v,t4052661,0
einsetzen-v,t2882863,0
einstellen-v,t8069694,0
einstellen-v,t12287372,0
eintreten-v,t2438937,0
eintreten-v,t8659057,0
einwohner-n,t5511023,0
einwohner-n,t3429654,0
einwohnerin-n,x1-einwohnerin-n,0
einwohnerin-n,x2-einwohnerin-n,0
einzahlen-v,t1694819,0
einzahlen-v,t2603794,0
einzahlung-n,x1-einzahlung-n,0
einzahlung-n,x2-einzahlung-n,0
einzel-o,x1-einzel-o,0
einzel-o,x2-einzel-o,0
einzelheit-n,t13046036,0
einzelheit-n,t2436352,0
einzig-a,t2990424,0
einzig-a,t2030578,0
eisenbahn-n,t3016300,0
eisenbahn-n,t3311640,0
elegant-a,t3121047,0
elegant-a,t13798192,0
elektr-o,x1-elektr-o,0
elektr-o,x2-elektr-o,0
elektrisch-a,t407701,0
elektrisch-a,t1716968,0
elektro-o,x1-elektro-o,0
elektro-o,x2-elektro-o,0
elektronisch-a,t13783705,0
elektronisch-a,t3386869,0
empfang-n,t8011465,0
empfang-n,t360867,0
empfangen-v,t4908361,0
empfangen-v,t1030353,0
empfehlung-n,t1760245,0
empfehlung-n,t2747816,0
endgueltig-a,t2047847,0
endgueltig-a,t13382049,0
energie-n,t12159882,0
energie-n,t522773,0
enkel-n,t3344151,0
enkel-n,t1243281,0
enkelin-n,t1810171,0
enkelin-n,t13907413,0
entdecken-v,t343091,0
entdecken-v,t6154355,0
entfernen-v,t352598,0
entfernen-v,t7840478,0
entfernung-n,t370429,0
entfernung-n,t9865260,0
entgegenkommen-v,t1815870,0
entgegenkommen-v,t10634947,0
enthalten-v,t1932352,0
enthalten-v,t623537,0
entlang-o,t1004365,0
entlang-o,t2176630,0
entlassen-v,t3608644,0
entlassen-v,t955279,0
entlassung-n,t1693169,0
entlassung-n,t7536330,0
entscheiden-v,t623692,0
entscheiden-v,t360934,0
entscheidung-n,t404114,0
entscheidung-n,t604187,0
entschliessen-v,t4010082,0
entschliessen-v,t443582,0
entschlossen-o,x1-entschlossen-o,0
entschlossen-o,x2-entschlossen-o,0
entsorgen-v,t838609,0
entsorgen-v,t9941562,0
entspannen-v,t365342,0
entspannen-v,t2498496,0
entstehen-v,t1325476,0
entstehen-v,t8339235,0
enttaeuschen-v,t1314823,0
enttaeuschen-v,t8323107,0
enttaeuschung-n,t12188624,0
enttaeuschung-n,t403784,0
entweder-c,t661975,0
entweder-c,t3022020,0
entwickeln-v,t2460201,0
entwickeln-v,t3530157,0
entwickelung-n,x1-entwickelung-n,0
entwickelung-n,x2-entwickelung-n,0
entwicklung-n,t7430192,0
entwicklung-n,t13054669,0
erdapfel-n,t4046546,0
erdapfel-n,t6453902,0
erde-n,t578260,0
erde-n,t4467595,0
ereignen-v,t7888731,0
ereignen-v,t3131031,0
ereignis-n,t8644206,0
ereignis-n,t2188881,0
erfahren-v,t1006528,0
erfahren-v,t2282948,0
erfinden-v,t365810,0
erfinden-v,t943252,0
erfindung-n,t404953,0
erfindung-n,t790613,0
erfolg-n,t797713,0
erfolg-n,t3135562,0
erfolgreich-a,t3401085,0
erfolgreich-a,t13864579,0
erforderlich-a,t816171,0
erforderlich-a,t11419124,0
erfordern-v,t2193584,0
erfordern-v,t1421348,0
erfuellen-v,t2104268,0
erfuellen-v,t617856,0
ergaenzen-v,t486658,0
ergaenzen-v,t486728,0
erhalten-v,t6991057,0
erhalten-v,t1109078,0
erholen-v,t2135539,0
erholen-v,t6571580,0
erholung-n,t8633617,0
erholung-n,t8634536,0
erhoehen-v,t2690071,0
erhoehen-v,t404151,0
erhoehung-n,t725917,0
erhoehung-n,t4101297,0
erinnerung-n,t3322958,0
erinnerung-n,t822600,0
erkennen-v,t413926,0
erkennen-v,t4141231,0
erklaerung-n,t2094932,0
erklaerung-n,t571328,0
erkundigen-v,t5504881,0
erkundigen-v,t2671970,0
erkaelten-v,t473581,0
erkaelten-v,t3634013,0
erkaeltung-n,t1342011,0
erkaeltung-n,t361611,0
erleben-v,t13054403,0
erleben-v,t7882039,0
erlebnis-n,t670386,0
erlebnis-n,t2325719,0
erledigen-v,t12767762,0
erledigen-v,t3608667,0
erleichtern-v,t12885143,0
erleichtern-v,t10293174,0
ernst-a,t1806715,0
ernst-a,t2717328,0
ernsthaft-a,t5819151,0
ernsthaft-a,t12310612,0
ernte-n,t367478,0
ernte-n,t2685359,0
ernaehren-v,t7636138,0
ernaehren-v,t2761203,0
ernaehrung-n,t705443,0
ernaehrung-n,t13396368,0
ersatz-n,t152,0
ersatz-n,t364986,0
erschrecken-v,t1601770,0
erschrecken-v,t3640240,0
erschoepft-o,t12597881,0
erschoepft-o,t4493375,0
ersetzen-v,t952441,0
ersetzen-v,t2867663,0
erstellen-v,t408191,0
erstellen-v,t7272907,0
erwachsen-o,t439769,0
erwachsen-o,t1204596,0
erwarten-v,t1199,0
erwarten-v,t292,0
erziehen-v,t614036,0
erziehen-v,t763278,0
erziehung-n,t415,0
erziehung-n,t1645599,0
erzaehlung-n,t944787,0
erzaehlung-n,t3553259,0
eroeffnen-v,t3569430,0
eroeffnen-v,t2405804,0
eroeffnung-n,t12435778,0
eroeffnung-n,t2272175,0
essig-n,t10782052,0
essig-n,t1430300,0
etage-n,t3584833,0
etage-n,t5913692,0
etwa-a,t368008,0
etwa-a,t1795662,0
eventuell-a,t2999925,0
eventuell-a,t2378667,0
ewig-a,t149,0
ewig-a,t178,0
experte-n,t8305440,0
experte-n,t8816899,0
export-n,t602762,0
export-n,t454229,0
extra-a,t656431,0
extra-a,t2854977,0
extrem-a,t1082438,0
extrem-a,t12858079,0
fabrik-n,t777850,0
fabrik-n,t676949,0
fachfrau-n,t4432787,0
fachfrau-n,x1-fachfrau-n,0
fachleute-n,t1801000,0
fachleute-n,t2130972,0
fachmann-n,t2978616,0
fachmann-n,t5586765,0
fahrbahn-n,t4413728,0
fahrbahn-n,t5644489,0
fahrzeug-n,t11541996,0
fahrzeug-n,t536258,0
fair-a,t3944660,0
fair-a,t3224472,0
faktor-n,t522173,0
faktor-n,t1250487,0
fall-n,t444515,0
fall-n,t470171,0
falls-c,t705590,0
falls-c,t7489807,0
fangen-v,x1-fangen-v,0
fangen-v,x2-fangen-v,0
fantasie-n,t361560,0
fantasie-n,t2355742,0
farbig-a,t755476,0
farbig-a,t811999,0
faschierte-n,x1-faschierte-n,0
faschierte-n,x2-faschierte-n,0
fasching-n,x1-fasching-n,0
fasching-n,x2-fasching-n,0
fasnacht-n,x1-fasnacht-n,0
fasnacht-n,x2-fasnacht-n,0
fassen-v,t1851594,0
fassen-v,x1-fassen-v,0
faulenzen-v,t1008196,0
faulenzen-v,t1516931,0
fauteuil-n,x1-fauteuil-n,0
fauteuil-n,x2-fauteuil-n,0
feber-n,x1-feber-n,0
feber-n,x2-feber-n,0
feld-n,t464729,0
feld-n,t520699,0
fernbedienung-n,t13910479,0
fernbedienung-n,t3208502,0
fernsehen-n,t8569533,0
fernsehen-n,t782528,0
fernseher-n,t1030889,0
fernseher-n,t1386467,0
fest-a,t3511663,0
fest-a,x1-fest-a,0
festhalten-v,t1952325,0
festhalten-v,t1952380,0
festlegen-v,t8304582,0
festlegen-v,t3246928,0
festnehmen-v,t6334490,0
festnehmen-v,t7836480,0
festplatte-n,t8364847,0
festplatte-n,t8381580,0
festsetzen-v,t4901693,0
festsetzen-v,t2770910,0
feststehen-v,t6333149,0
feststehen-v,x1-feststehen-v,0
feststellen-v,t8899053,0
feststellen-v,t13274072,0
fett-n,x1-fett-n,0
fett-n,x2-fett-n,0
feucht-a,t360603,0
feucht-a,t12420512,0
feuerwehr-n,t11232645,0
feuerwehr-n,t791403,0
feuerzeug-n,t8641747,0
feuerzeug-n,t723524,0
figur-n,t11092834,0
figur-n,t9948079,0
finanziell-a,t12570694,0
finanziell-a,t707538,0
finanzieren-v,t652039,0
finanzieren-v,x1-finanzieren-v,0
finger-n,t415279,0
finger-n,t1881387,0
flach-a,t1758070,0
flach-a,t5677999,0
fleck-n,t3126826,0
fleck-n,t3857425,0
fleischhauer-n,x1-fleischhauer-n,0
fleischhauer-n,x2-fleischhauer-n,0
flexibel-a,t454725,0
flexibel-a,t374121,0
fliehen-v,t2973638,0
fliehen-v,t2335119,0
fliessen-v,t761083,0
fliessen-v,x1-fliessen-v,0
fliessend-o,t963265,0
fliessend-o,t1438878,0
flucht-n,t1950366,0
flucht-n,t4652243,0
flur-n,t1482647,0
flur-n,t746353,0
flaeche-n,t1692167,0
flaeche-n,t10501961,0
floete-n,t370891,0
floete-n,t10601012,0
fluessigkeit-n,t766665,0
fluessigkeit-n,t379938,0
folge-n,x1-folge-n,0
folge-n,x2-folge-n,0
folgen-v,t1136,0
folgen-v,t4727175,0
folgend-o,t417038,0
folgend-o,t1016076,0
fordern-v,t8399957,0
fordern-v,t4004577,0
forderung-n,t1199556,0
forderung-n,t5072841,0
form-n,t608676,0
form-n,t2487527,0
forschung-n,t341557,0
forschung-n,t782939,0
fortbildung-n,x1-fortbildung-n,0
fortbildung-n,x2-fortbildung-n,0
fortschritt-n,t2489188,0
fortschritt-n,t12207688,0
fortsetzen-v,t1576440,0
fortsetzen-v,t1004974,0
fortsetzung-n,t2906991,0
fortsetzung-n,t13692712,0
forum-n,t383827,0
forum-n,t11802138,0
fotograf-n,t2403939,0
fotograf-n,t1299077,0
fotografie-n,t13600181,0
fotografie-n,t344549,0
frech-a,t3118414,0
frech-a,t1997602,0
freiheit-n,t788418,0
freiheit-n,t1916332,0
fremdsprache-n,t13817329,0
fremdsprache-n,t1550746,0
fressen-v,t5902238,0
fressen-v,t5175263,0
freude-n,t3853242,0
freude-n,t1582096,0
freundschaft-n,t3265251,0
freundschaft-n,t10774998,0
friede-n,t9968722,0
friede-n,t2906991,0
frieden-n,t577771,0
frieden-n,t7999329,0
frieren-v,t1486055,0
frieren-v,t4105490,0
friseur-n,t622858,0
friseur-n,t6374032,0
frist-n,t6132873,0
frist-n,t12428039,0
frisur-n,t6770090,0
frisur-n,t4022855,0
frisoer-n,t393008,0
frisoer-n,t940287,0
frucht-n,t413926,0
frucht-n,t2364916,0
froehlich-a,t3670576,0
froehlich-a,t3515162,0
fundbuero-n,t8119879,0
fundbuero-n,t3897878,0
funktionieren-v,t911832,0
funktionieren-v,t404652,0
fussgaenger-n,t4228991,0
fussgaenger-n,t11571531,0
fussgaengerin-n,t12869633,0
fussgaengerin-n,x1-fussgaengerin-n,0
fussgaengerzone-n,x1-fussgaengerzone-n,0
fussgaengerzone-n,x2-fussgaengerzone-n,0
faehigkeit-n,t1446497,0
faehigkeit-n,t12478892,0
faehre-n,t1774981,0
faehre-n,t6087520,0
faellig-a,t13907435,0
faellig-a,t2213162,0
faerbig-a,x1-faerbig-a,0
faerbig-a,x2-faerbig-a,0
foerdern-v,t4241694,0
foerdern-v,t13927327,0
fuehren-v,t1185,0
fuehren-v,t1851553,0
fuehrerausweis-n,x1-fuehrerausweis-n,0
fuehrerausweis-n,x2-fuehrerausweis-n,0
fuerchten-v,t644089,0
fuerchten-v,t1552229,0
fuettern-v,t10791441,0
fuettern-v,t466290,0
galerie-n,t2793318,0
galerie-n,t1854252,0
gang-n,t1368156,0
gang-n,t5547433,0
gar-a,t5711590,0
gar-a,t3587269,0
gar-a-2,t5711591,0
gar-a-2,t3587269,0
garantie-n,t361470,0
garantie-n,t3144985,0
garantieren-v,t1833719,0
garantieren-v,t12544417,0
garderobe-n,t3052590,0
garderobe-n,t1081711,0
gas-n,t3752071,0
gas-n,t351588,0
gasthaus-n,t1898767,0
gasthaus-n,t789424,0
gaststaette-n,t746828,0
gaststaette-n,t1617556,0
gebiet-n,t2467332,0
gebiet-n,t8305440,0
gebirge-n,t2099208,0
gebirge-n,t753712,0
gebrauchen-v,t3097505,0
gebrauchen-v,t13250011,0
gebrauchsanweisung-n,t2152642,0
gebrauchsanweisung-n,t13950546,0
geburt-n,t5983177,0
geburt-n,t1825214,0
gebaeck-n,t1506538,0
gebaeck-n,t12632754,0
gebaeude-n,t766067,0
gebaeude-n,t4062839,0
gebuehr-n,t11550485,0
gebuehr-n,t1863621,0
gedanke-n,t393432,0
gedanke-n,t2227016,0
gedicht-n,t869199,0
gedicht-n,t1714725,0
geduld-n,t1946710,0
geduld-n,t690933,0
geeignet-o,t2118743,0
geeignet-o,t471931,0
gefahr-n,t1810895,0
gefaengnis-n,t8098812,0
gefaengnis-n,t8333046,0
gefuehl-n,t714561,0
gefuehl-n,t757128,0
gegend-n,t781655,0
gegend-n,t753994,0
gegensatz-n,t2283013,0
gegensatz-n,t474385,0
gegenstand-n,t2060013,0
gegenstand-n,t2434678,0
gegner-n,t823142,0
gegner-n,t3985736,0
geheim-a,t556119,0
geheim-a,t2497371,0
geheimnis-n,t581272,0
geheimnis-n,t1497563,0
gehsteig-n,t360906,0
gehsteig-n,t1500837,0
geldautomat-n,t7446664,0
geldautomat-n,t4948771,0
gelegenheit-n,t1010495,0
gelegenheit-n,t403180,0
gelingen-v,t8646259,0
gelingen-v,x1-gelingen-v,0
gelten-v,t3717984,0
gelten-v,t2125813,0
gemeinsam-a,t532582,0
gemeinsam-a,t3277062,0
gemeinschaft-n,t8444241,0
gemeinschaft-n,t3143841,0
gemuetlich-a,t2730969,0
gemuetlich-a,t9257211,0
genauso-a,t368008,0
genauso-a,t3145086,0
genehmigen-v,t2305568,0
genehmigen-v,x1-genehmigen-v,0
generation-n,t1794757,0
generation-n,t8358568,0
geniessen-v,t1683877,0
geniessen-v,t4997370,0
genuegen-v,t1807088,0
genuegen-v,t5001922,0
gerecht-a,t784308,0
gerecht-a,t1288127,0
gering-a,t2943753,0
gering-a,t1229375,0
gesamt-a,t3080047,0
gesamt-a,t3511320,0
geschehen-v,t3239685,0
geschehen-v,t741495,0
geschieden-o,t8361645,0
geschieden-o,t8672231,0
geschlecht-n,t8730791,0
geschlecht-n,t6391039,0
geschmack-n,t2131569,0
geschmack-n,t7071218,0
geschwindigkeit-n,t644382,0
geschwindigkeit-n,t792604,0
geschwindigkeitsbeschraenkung-n,x1-geschwindigkeitsbeschraenkung-n,0
geschwindigkeitsbeschraenkung-n,x2-geschwindigkeitsbeschraenkung-n,0
gesellschaft-n,t6098,0
gesellschaft-n,t441885,0
gesetz-n,t406411,0
gesetz-n,t798451,0
gespannt-o,t2244506,0
gespannt-o,t4134753,0
getrennt-o,t345266,0
getrennt-o,t2420954,0
gewalt-n,t604668,0
