word_id,sent_id,is_primary
stil-n,t7451782,1
stilistisch-a,g-stilistisch-a,1
still-a,t6849428,1
stimme-n,t341094,1
stimmen-v,t1815780,1
stimmung-n,t2802307,1
stinken-v,t1605846,1
stoff-n,t1248045,1
stolz-a,t780493,1
stoppen-v,t6960706,1
strafbar-a,t9525057,1
strafe-n,t6571195,1
strafzettel-n,t4234827,1
strecke-n,t12163489,1
streichholz-n,t2907108,1
streik-n,t13859506,1
streiken-v,t868055,1
streit-n,t2188951,1
strom-n,t812541,1
strumpf-n,t1194896,1
studie-n,t13950528,1
studierende-n,g-studierende-n,1
studio-n,g-studio-n,1
stufe-n,t1872877,1
stumm-a,t2887638,1
sturm-n,t473611,1
staedtisch-a,t369882,1
staendig-a,t643368,1
stoerung-n,t1046369,1
stuerzen-v,t3488659,1
sucht-n,g-sucht-n,1
suchtmittel-n,g-suchtmittel-n,1
summe-n,t10286658,1
symbol-n,t5010043,1
system-n,t8653614,1
szene-n,t7712643,1
saemtlich-o,t1049698,1
saenger-n,t662186,1
saengerin-n,t3109377,1
suechtig-a,t1530557,1
tabelle-n,t10004579,1
tagesablauf-n,t2021830,1
tal-n,t708488,1
talent-n,t353020,1
tanken-v,t741284,1
tankstelle-n,t1562681,1
tante-n,t345004,1
tanz-n,t8634499,1
taschentuch-n,t4709129,1
tastatur-n,t11781753,1
taste-n,t3553265,1
tat-n,g-tat-n,1
tatsache-n,t1757648,1
tatsaechlich-a,t4988522,1
taub-a,t368269,1
tauchen-v,t2782874,1
technik-n,t1172571,1
technisch-a,t11119785,1
technologie-n,t1009,1
teilnahme-n,t562467,1
teilnehmer-n,t1297454,1
teilnehmerin-n,g-teilnehmerin-n,1
teilweise-a,t2984876,1
teilweise-a-2,t11160350,1
teilzeit-n,t516955,1
temperatur-n,t504385,1
tempo-n,t4206073,1
teppich-n,t4303004,1
terminkalender-n,t5711501,1
terrasse-n,t3584846,1
testen-v,g-testen-v,1
theoretisch-a,t1680644,1
theorie-n,t765393,1
therapie-n,t4353636,1
tierpark-n,t13935722,1
tippen-v,t370178,1
tod-n,t3467966,1
tolerant-a,t630205,1
tor-n,t2036089,1
tote-n,g-tote-n,1
tourismus-n,t341681,1
tradition-n,t13097196,1
traditionell-a,t2794117,1
trainer-n,t10125280,1
trainerin-n,t12369529,1
tram-n,t733180,1
transport-n,t1515593,1
transportieren-v,t718250,1
treffpunkt-n,t3694735,1
treiben-v,t1358782,1
trennen-v,t7009804,1
trennung-n,t11136667,1
treppenhaus-n,t3642993,1
treten-v,t952487,1
treu-a,t13702247,1
trinkgeld-n,t1047,1
trocknen-v,t5299604,1
tropfen-n,t3459105,1
trottoir-n,t718783,1
trotz-p,t360934,1
trotzdem-c,t689371,1
traene-n,t407331,1
tuch-n,t340766,1
turm-n,t503579,1
twittern-v,g-twittern-v,1
typ-n,t507,1
taeter-n,t10298687,1
taeterin-n,t10473829,1
taetigkeit-n,t371217,1
toedlich-a,t11155187,1
tuete-n,t1044043,1
u-bahn-n,g-u-bahn-n,1
ufer-n,t12622764,1
umarmen-v,t2603959,1
umdrehen-v,t11331996,1
umfrage-n,t1898589,1
umgebung-n,t368650,1
umgehen-v,t1661479,1
umgekehrt-o,t3565592,1
umleitung-n,t5418507,1
umso-c,t10193366,1
umsonst-a,t1864893,1
umtausch-n,t1084434,1
umtauschen-v,t1399552,1
umwelt-n,t340910,1
umweltschutz-n,t2615199,1
umweltverschmutzung-n,t341441,1
un-o,g-un-o,1
unentschieden-a,t2462601,1
ungefaehr-a,t352804,1
ungewoehnlich-a,t940117,1
unglaublich-a,t6316412,1
unglueck-n,t3576463,1
unheimlich-a,t11763255,1
uniform-n,t6971417,1
unter-o,g-unter-o,1
unterbrechen-v,t2708210,1
unterhaltung-n,t1549250,1
unterlage-n,t8257987,1
unterlassen-v,t2475015,1
unternehmer-n,t1687754,1
unternehmerin-n,g-unternehmerin-n,1
unterrichten-v,t7645186,1
untersagt-o,t2767931,1
unterscheiden-v,t632955,1
unterschiedlich-a,t535942,1
unterstreichen-v,t4873092,1
unterstuetzen-v,t8103237,1
unterstuetzung-n,t8388638,1
untersuchung-n,t807,1
urkunde-n,g-urkunde-n,1
ursache-n,t443777,1
urspruenglich-a,t3470178,1
urteil-n,t788843,1
vase-n,t415168,1
vegetarisch-a,t1928746,1
velo-n,t718784,1
verabredung-n,t3634492,1
verabschieden-v,t5303134,1
verantwortlich-a,t419011,1
verantwortung-n,t403252,1
verbessern-v,t1134035,1
verbinden-v,t519673,1
verbindung-n,t1341009,1
verbot-n,t1429282,1
verbrauchen-v,t2820121,1
verbrecher-n,t10335973,1
verbrecherin-n,t11560932,1
verbrennen-v,t4716046,1
verbringen-v,t968174,1
verdacht-n,t12887246,1
verdaechtig-a,t1819010,1
vergangenheit-n,t1241814,1
vergeblich-a,t1854304,1
vergleich-n,t363903,1
vergnuegen-n,t942295,1
vergnuegen-v,t2632820,1
vergnuegt-o,t1941079,1
vergroessern-v,t12685360,1
verhaften-v,t402518,1
verhalten-n,t602965,1
verhalten-v,t5913799,1
verhindern-v,t6799912,1
verhaeltnis-n,t7463971,1
verkehrszeichen-n,t6824735,1
verkaeuferin-n,t8634637,1
verlag-n,t8634437,1
verlangen-v,t8201745,1
verlassen-v,t370523,1
verlaufen-v,t494817,1
verletzung-n,t1991001,1
verliebt-o,t345457,1
verlierer-n,t1430650,1
verlust-n,t4934311,1
verlaengern-v,t944924,1
vermeiden-v,t3031459,1
vermietung-n,t1802791,1
vermissen-v,t924228,1
vermittlung-n,t5171971,1
vermuten-v,t3942473,1
vermutlich-a,t3864777,1
vernuenftig-a,t1808130,1
verpacken-v,t2961218,1
verpflegen-v,g-verpflegen-v,1
verpflichten-v,t13327398,1
verraten-v,t1030355,1
verrueckt-o,t5771545,1
versammlung-n,t935489,1
verschmutzen-v,g-verschmutzen-v,1
verschreiben-v,t642204,1
verschwinden-v,t404719,1
versichern-v,t2299207,1
versichertenkarte-n,g-versichertenkarte-n,1
versicherung-n,t948979,1
versprechen-v,t773902,1
verstecken-v,t759052,1
verstaendlich-a,t6935449,1
verstaendnis-n,t6645686,1
versuch-n,t581447,1
versaeumen-v,t993912,1
verteilen-v,t957473,1
vertrauen-n,t1904338,1
vertrauen-v,t2272220,1
vertreten-v,t728345,1
vertreter-n,t718473,1
vertreterin-n,g-vertreterin-n,1
vertretung-n,g-vertretung-n,1
verursachen-v,t6864262,1
verurteilen-v,t439430,1
verwaltung-n,t9967680,1
verwandt-a,t1014006,1
verwechseln-v,t1768645,1
verwenden-v,t2421584,1
verzeihen-v,t338403,1
verzeihung-n,t601687,1
verzichten-v,t3515670,1
veraendern-v,t5913765,1
veroeffentlichen-v,t9787454,1
video-n,t8516911,1
virtuell-a,t9134271,1
virus-n,t5021818,1
visitenkarte-n,t2086369,1
visum-n,t370431,1
vitamin-n,t8073117,1
vollzeit-n,t13928919,1
voneinander-a,t12422829,1
vor-allem-p,t2379677,1
voraus-a,t515783,1
voraussetzung-n,g-voraussetzung-n,1
voraussichtlich-a,t11353415,1
vorbei-o,g-vorbei-o,1
vorbereitung-n,t8805371,1
vorder-a,t1818258,1
vorfahrt-n,t11265086,1
vorhaben-v,t2153185,1
vorhin-a,t12212911,1
vorkommen-v,t1703245,1
vorlesen-v,t8399957,1
vorlaeufig-a,t11563670,1
vorort-n,t784110,1
vorschlagen-v,t6935535,1
vorschrift-n,t876496,1
vorspeise-n,t1928819,1
vorstellung-n,t4084788,1
vorstellungsgespraech-n,t11069401,1
vorteil-n,t1009,1
vortrag-n,t742952,1
vorwurf-n,t1767330,1
voellig-a,t6095,1
waagerecht-a,t5286311,1
waagrecht-a,g-waagrecht-a,1
wachsen-v,t863667,1
wahl-n,g-wahl-n,1
wahnsinnig-a,t1848925,1
wahrheit-n,t1257,1
wand-n,t455388,1
wanderung-n,t343039,1
wandrung-n,g-wandrung-n,1
ware-n,g-ware-n,1
warnen-v,t2688430,1
waschmittel-n,g-waschmittel-n,1
wecker-n,t360719,1
weder-c,t2478959,1
weg-o,g-weg-o,1
weigern-v,t582237,1
weiter-a,t2283523,1
weiterbildung-n,t10350735,1
weltenweit-a,g-weltenweit-a,1
weltweit-a,t10967463,1
wenden-v,t363117,1
werbung-n,t345255,1
werfen-v,t773906,1
werk-n,t2835933,1
werkzeug-n,t10311051,1
wert-n,t581447,1
wert-a,t135760,1
wertlos-a,t341120,1
wertvoll-a,t7559966,1
weshalb-a,t3639625,1
wetten-v,t642628,1
wetterbericht-n,t2352222,1
wettervorhersage-n,t3484951,1
widersprechen-v,t11547574,1
wieder-o,g-wieder-o,1
wiederholung-n,t8108940,1
wiegen-v,t6334313,1
wiese-n,t3631455,1
wieso-a,t346,1
wild-a,t683003,1
winken-v,t1787493,1
wirken-v,g-wirken-v,1
wirklichkeit-n,t3840098,1
wirkung-n,t2356065,1
wirt-n,t10371990,1
wirtin-n,t2034449,1
wirtschaft-n,t10969098,1
wissen-n,g-wissen-n,1
wissenschaftler-n,t514894,1
wissenschaftlerin-n,t3140295,1
wohl-a,t2346848,1
wohnort-n,t7209903,1
wohnsitz-n,t12431405,1
wolle-n,t632955,1
worum-o,t1538190,1
worueber-o,t397816,1
wunde-n,t396504,1
wunder-n,t2665045,1
wundern-v,t2160907,1
wunderschoen-a,t10087752,1
waehrend-o,t693,1
waerme-n,t2568729,1
woerterbuch-n,t601467,1
wuetend-o,t2295914,1
zahlreich-a,t8631824,1
zahlung-n,t13508702,1
zahnbuerste-n,t8288888,1
zahncreme-n,g-zahncreme-n,1
zahncreme-n-2,g-zahncreme-n-2,1
zahnpasta-n,t11833544,1
zange-n,t12276428,1
zeichen-n,t1684214,1
zeichnung-n,t5952422,1
zeile-n,t1000874,1
zeitpunkt-n,t12185754,1
zelten-v,t2796431,1
zentral-a,g-zentral-a,1
zerstoeren-v,t2063381,1
zertifikat-n,g-zertifikat-n,1
zeug-n,t4931974,1
zeuge-n,t11038527,1
zeugin-n,t3854627,1
ziemlich-a,t400,1
zins-n,t3017236,1
zivilstand-n,g-zivilstand-n,1
znueni-n,g-znueni-n,1
zone-n,g-zone-n,1
zubereiten-v,t1987918,1
zufall-n,t478115,1
zufaellig-a,t601466,1
zugang-n,t3289478,1
zugehen-v,t12596517,1
zugaenglich-a,t3062980,1
zuhause-n,g-zuhause-n,1
zuhoerer-n,t7881628,1
zuhoererin-n,t12611863,1
zukunft-n,t540479,1
zukuenftig-a,t2997683,1
zumindest-a,t13265583,1
zunehmen-v,t1394020,1
zunaechst-o,t940207,1
zurechtkommen-v,t673675,1
zusagen-v,t5528788,1
zusammen-o,g-zusammen-o,1
zusammenarbeit-n,t11803057,1
zusammenfassen-v,t13484833,1
zusammenhang-n,t135,1
zuschauen-v,t2509966,1
zuschauer-n,t4452267,1
zuschauerin-n,g-zuschauerin-n,1
zuschlag-n,t2234260,1
zustand-n,t2351920,1
zustimmen-v,t3943720,1
zustimmung-n,t6467527,1
zustaendig-a,t4781704,1
zusaetzlich-a,t6534111,1
zutat-n,t8636757,1
zuverlaessig-a,t484835,1
zvieri-n,g-zvieri-n,1
zwar-c,t12030109,1
zweck-n,t634393,1
zweifel-n,t603989,1
zweifeln-v,t2326133,1
zweitsprache-n,t13518715,1
zwiebel-n,t6582101,1
zwingen-v,t450537,1
zaehlen-v,t127531,1
zuender-n,t457922,1
zuendholz-n,t2940082,1
aehnlich-a,t412305,1
aenderung-n,t6935535,1
aengstlich-a,t5819076,1
aerger-n,t1983664,1
aergerlich-a,t2042544,1
aerztin-n,t657930,1
aeusserlich-a,t12601752,1
oeffentlich-a,t2755869,1
oeffentlichkeit-n,t2140793,1
oefter-o,t11494703,1
oeko-o,g-oeko-o,1
oekologisch-a,t9855374,1
ueber-o,g-ueber-o,1
ueberfahren-v,t1674360,1
ueberhaupt-a,t331188,1
ueberholen-v,t568410,1
ueberlegen-v,t396159,1
uebernachtung-n,g-uebernachtung-n,1
uebernehmen-v,t1798308,1
ueberpruefen-v,t13929008,1
ueberqueren-v,t446615,1
ueberraschen-v,t354429,1
ueberraschung-n,t759505,1
ueberreden-v,t943059,1
ueberschrift-n,t9639660,1
uebersetzer-n,t3352705,1
uebersetzerin-n,t8634437,1
ueberstunde-n,t3470079,1
uebertreiben-v,t3247205,1
ueberweisung-n,t9020934,1
ueberzeugen-v,t3129388,1
ueberzeugung-n,t2143691,1
ueblich-a,t733235,1
uebrig-a,t833,1
uebrigens-a,t1902169,1
uebung-n,t13854833,1
die-politik-sg-p,g-die-politik-sg-p,1
regierung-n,t437138,1
demokratie-n,t726054,1
partei-n,t824379,1
die-gerechtigkeit-sg-p,g-die-gerechtigkeit-sg-p,1
ungleichheit-n,t13508754,1
die-integration-sg-p,g-die-integration-sg-p,1
die-migration-sg-p,g-die-migration-sg-p,1
fluechtling-n,t4784251,1
diskriminierung-n,t3851229,1
die-menschenrechte-pl-p,g-die-menschenrechte-pl-p,1
sich-engagieren-v,g-sich-engagieren-v,1
diskriminieren-v,t6391039,1
sich-beteiligen-v,g-sich-beteiligen-v,1
gesellschaftlich-a,t11360621,1
arbeitgeber-n,t2700549,1
arbeitnehmer-n,t8113373,1
die-teilzeit-a,g-die-teilzeit-a,1
homeoffice-regelung-n,g-homeoffice-regelung-n,1
der-stress-sg-p,g-der-stress-sg-p,1
die-work-life-balance-sg-p,g-die-work-life-balance-sg-p,1
fuehrungskraft-n,t5826503,1
die-selbststaendigkeit-sg-p,g-die-selbststaendigkeit-sg-p,1
sich-bewerben-v,g-sich-bewerben-v,1
sich-qualifizieren-v,g-sich-qualifizieren-v,1
qualifiziert-a,t783455,1
belastend-a,g-belastend-a,1
die-bildung-sg-p,g-die-bildung-sg-p,1
lehrplan-n,t1953465,1
ganztagsschule-n,g-ganztagsschule-n,1
der-unterricht-sg-p,g-der-unterricht-sg-p,1
die-chancengleichheit-sg-p,g-die-chancengleichheit-sg-p,1
austausch-n,g-austausch-n,1
vermitteln-v,t1900073,1
sich-aneignen-v,g-sich-aneignen-v,1
auswendig-lernen-v,g-auswendig-lernen-v,1
durchfallen-v,t8336575,1
lebenslanges-lernen-p,t4748206,1
praxisnah-a,g-praxisnah-a,1
die-umwelt-sg-p,g-die-umwelt-sg-p,1
der-klimawandel-sg-p,g-der-klimawandel-sg-p,1
die-nachhaltigkeit-sg-p,g-die-nachhaltigkeit-sg-p,1
die-erderwaermung-sg-p,g-die-erderwaermung-sg-p,1
der-muell-sg-p,g-der-muell-sg-p,1
das-recycling-sg-p,g-das-recycling-sg-p,1
die-erneuerbare-energie-n-p,g-die-erneuerbare-energie-n-p,1
der-verbrauch-sg-p,g-der-verbrauch-sg-p,1
ressource-n,t3136860,1
verpackung-n,t1707910,1
das-aussterben-sg-p,g-das-aussterben-sg-p,1
verschmutzung-n,t787415,1
der-co2-ausstoss-sg-p,g-der-co2-ausstoss-sg-p,1
die-landwirtschaft-sg-p,g-die-landwirtschaft-sg-p,1
das-bewusstsein-sg-p,g-das-bewusstsein-sg-p,1
verschwenden-v,t692839,1
sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,g-sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,1
umweltfreundlich-a,t3263591,1
nachhaltig-a,t1677507,1
bewusst-konsumieren-p,g-bewusst-konsumieren-p,1
die-gesundheit-sg-p,g-die-gesundheit-sg-p,1
die-ernaehrung-sg-p,g-die-ernaehrung-sg-p,1
die-bewegung-sg-p,g-die-bewegung-sg-p,1
das-uebergewicht-sg-p,g-das-uebergewicht-sg-p,1
die-vorsorge-sg-p,g-die-vorsorge-sg-p,1
nebenwirkung-n,t9846843,1
behandlung-n,t885596,1
fertiggericht-n,t11498041,1
der-konsum-sg-p,g-der-konsum-sg-p,1
die-psychische-gesundheit-sg-p,g-die-psychische-gesundheit-sg-p,1
sich-ernaehren-v,g-sich-ernaehren-v,1
vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,g-vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,1
sich-erholen-v,g-sich-erholen-v,1
leiden-an-dat-leidet-litt-hat-gelitten-p,g-leiden-an-dat-leidet-litt-hat-gelitten-p,1
ausgewogen-a,t995,1
die-medien-pl-p,g-die-medien-pl-p,1
das-soziale-netzwerk-e-p,g-das-soziale-netzwerk-e-p,1
quelle-n,t582237,1
die-datenschutz-sg-p,g-die-datenschutz-sg-p,1
die-kuenstliche-intelligenz-sg-p,g-die-kuenstliche-intelligenz-sg-p,1
die-ueberwachung-sg-p,g-die-ueberwachung-sg-p,1
abhaengigkeit-n,t1166365,1
die-berichterstattung-sg-p,g-die-berichterstattung-sg-p,1
algorithmus-n,t12266215,1
die-fake-news-pl-p,g-die-fake-news-pl-p,1
die-reichweite-sg-p,g-die-reichweite-sg-p,1
sich-informieren-ueber-akk-informiert-sich-informierte-sich-hat-sich-informiert-p,g-sich-informieren-ueber-akk-informiert-sich-informierte-sich-hat-sich-informiert-p,1
glaubwuerdig-a,t909800,1
vernetzt-a,g-vernetzt-a,1
die-wirtschaft-sg-p,g-die-wirtschaft-sg-p,1
die-inflation-sg-p,g-die-inflation-sg-p,1
die-schulden-pl-p,g-die-schulden-pl-p,1
die-globalisierung-sg-p,g-die-globalisierung-sg-p,1
investieren-v,t5094460,1
sich-leisten-v,g-sich-leisten-v,1
wirtschaftlich-a,t748724,1
nachhaltig-konsumieren-p,g-nachhaltig-konsumieren-p,1
die-mobilitaet-sg-p,g-die-mobilitaet-sg-p,1
der-oeffentliche-nahverkehr-sg-p,g-der-oeffentliche-nahverkehr-sg-p,1
innenstadt-n,t1464038,1
fahrgemeinschaft-n,t3136371,1
infrastruktur-n,g-infrastruktur-n,1
pendeln-v,t10544806,1
sich-fortbewegen-v,g-sich-fortbewegen-v,1
autofrei-a,t4948386,1
nachhaltig-reisen-p,g-nachhaltig-reisen-p,1
staufrei-a,g-staufrei-a,1
das-vertrauen-sg-p,g-das-vertrauen-sg-p,1
die-einsamkeit-sg-p,g-die-einsamkeit-sg-p,1
das-verstaendnis-sg-p,g-das-verstaendnis-sg-p,1
die-toleranz-sg-p,g-die-toleranz-sg-p,1
die-geduld-sg-p,g-die-geduld-sg-p,1
die-ruecksicht-sg-p,g-die-ruecksicht-sg-p,1
die-eifersucht-sg-p,g-die-eifersucht-sg-p,1
sich-streiten-v,g-sich-streiten-v,1
sich-versoehnen-v,g-sich-versoehnen-v,1
vertrauen-dat-vertraut-vertraute-hat-vertraut-p,g-vertrauen-dat-vertraut-vertraute-hat-vertraut-p,1
sich-kuemmern-um-akk-kuemmert-sich-kuemmerte-sich-hat-sich-gekuemmert-p,g-sich-kuemmern-um-akk-kuemmert-sich-kuemmerte-sich-hat-sich-gekuemmert-p,1
ruecksichtsvoll-a,t2916078,1
einfuehlsam-a,t1737311,1
meiner-meinung-nach-p,t449995,1
ich-bin-der-ansicht-dass-p,g-ich-bin-der-ansicht-dass-p,1
aus-meiner-sicht-p,t9134546,1
einerseits-andererseits-p,g-einerseits-andererseits-p,1
im-gegensatz-dazu-p,g-im-gegensatz-dazu-p,1
ein-weiterer-wichtiger-aspekt-ist-p,g-ein-weiterer-wichtiger-aspekt-ist-p,1
das-laesst-sich-damit-begruenden-dass-p,g-das-laesst-sich-damit-begruenden-dass-p,1
daraus-laesst-sich-schliessen-dass-p,g-daraus-laesst-sich-schliessen-dass-p,1
es-ist-unbestritten-dass-p,g-es-ist-unbestritten-dass-p,1
im-grossen-und-ganzen-p,t12387598,1
zusammenfassend-laesst-sich-sagen-dass-p,g-zusammenfassend-laesst-sich-sagen-dass-p,1
ich-stimme-zu-nicht-zu-p,g-ich-stimme-zu-nicht-zu-p,1
es-kommt-darauf-an-ob-p,t691691,1
im-hinblick-auf-p,g-im-hinblick-auf-p,1
unter-der-voraussetzung-dass-p,t2298986,1
vor-diesem-hintergrund-p,g-vor-diesem-hintergrund-p,1
nicht-zuletzt-p,g-nicht-zuletzt-p,1
es-laesst-sich-nicht-leugnen-dass-p,t975347,1
trotz-allem-p,t5392605,1
abschliessend-moechte-ich-betonen-dass-p,g-abschliessend-moechte-ich-betonen-dass-p,1
hasten-v,g-hasten-v,1
okay-a,t2238237,1
leid-a,t1561664,1
toeten-v,t334,1
sir-n,t11884928,1
ach-n,g-ach-n,1
davon-a,t8307294,1
verdammt-a,g-verdammt-a,1
dazu-a,t398009,1
daran-a,t3290800,1
dad-n,g-dad-n,1
schlagen-v,t1039,1
kerl-n,t3337604,1
waffe-n,t3864698,1
monat-n,t119748,1
runter-a,t1450358,1
dran-a,t989729,1
mom-n,g-mom-n,1
verloren-a,t345493,1
darum-a,t561076,1
teufel-n,t412465,1
mama-n,t5766550,1
schatz-n,t12243878,1
missen-v,g-missen-v,1
niemals-a,t341240,1
gesicht-n,t3531476,1
gedenken-v,g-gedenken-v,1
drauf-a,t12330929,1
irgendwie-a,t8275801,1
papa-n,t700037,1
dollar-n,t570399,1
verdammen-v,t2031867,1
grossartig-a,t6645609,1
feuern-v,g-feuern-v,1
cool-a,t12174806,1
umbringen-v,t7761137,1
hoelle-n,t2967161,1
kumpel-n,t11540177,1
idiot-n,t406589,1
befehlen-v,t340827,1
angreifen-v,t712298,1
ehren-v,g-ehren-v,1
leiche-n,t1515643,1
irgendwo-a,t8294271,1
himmeln-v,g-himmeln-v,1
mord-n,t361352,1
agent-n,t1982970,1
vorsichtig-a,t2697015,1
mist-n,t2926828,1
faellen-v,g-faellen-v,1
daddy-n,g-daddy-n,1
wovon-a,t920302,1
sex-n,t6052326,1
weh-a,t1631389,1
moerder-n,t10290333,1
general-n,t764998,1
boss-n,t767571,1
heilig-a,t3474462,1
unmoeglich-a,t119748,1
schwoeren-v,t2507871,1
liebling-n,t2323978,1
schnappen-v,t1576045,1
soldat-n,t766067,1
bewegen-v,t604001,1
seele-n,t2859576,1
besitzen-v,t8643504,1
praesident-n,t2658849,1
lady-n,g-lady-n,1
bewegung-n,t772744,1
antun-v,t1960416,1
weise-a,t3591330,1
wachen-v,t673977,1
schulden-v,t784603,1
fort-a,t815016,1
rum-a,t8373278,1
jagen-v,t4007171,1
monsieur-n,g-monsieur-n,1
herum-a,t4180461,1
geist-n,t432477,1
beschuetzen-v,t1816367,1
weilen-v,t1780003,1
wozu-a,t1956575,1
jedenfalls-a,t811874,1
rueber-a,t747847,1
hungern-v,g-hungern-v,1
stoehnen-v,t3543023,1
wofuer-a,t1777147,1
herkommen-v,t11043372,1
verbrechen-v,g-verbrechen-v,1
wueten-v,g-wueten-v,1
volk-n,t643678,1
schuss-n,t435179,1
darin-a,t6644676,1
uebel-a,t1866232,1
bulle-n,t2558804,1
trauen-v,t2787416,1
ueberleben-v,t731268,1
ergeben-v,t8029276,1
major-n,t2344891,1
majestaet-n,t3525100,1
offensichtlich-a,t1790255,1
unschuldig-a,t1218937,1
madame-n,g-madame-n,1
colonel-n,g-colonel-n,1
show-n,t726474,1
entfernt-a,t1552394,1
guete-n,t1733139,1
nicken-v,t657121,1
beschaeftigt-a,t1342007,1
weihnachten-v,t7352988,1
armee-n,t423718,1
drink-n,t4887693,1
akte-n,g-akte-n,1
mark-n,g-mark-n,1
schicksal-n,t9431349,1
ran-a,t9989197,1
erschiessen-v,t2797708,1
auftauchen-v,t1721841,1
klauen-v,t4241310,1
vergeben-v,t910988,1
dringen-v,g-dringen-v,1
graben-v,t363955,1
abhauen-v,t1413564,1
schlampen-v,g-schlampen-v,1
ueberrascht-a,t1227628,1
maedel-n,t374135,1
koenigin-n,t626412,1
sheriff-n,t5227119,1
untertitel-n,t13062685,1
besorgt-a,t8671552,1
bord-n,t657006,1
kugeln-v,t6392088,1
quatschen-v,t697867,1
bob-n,g-bob-n,1
entkommen-v,t6172496,1
bomben-v,g-bomben-v,1
monster-n,t9605500,1
mission-n,t3226581,1
gewiss-a,t3433913,1
worauf-a,t3407538,1
laecherlich-a,t2997004,1
dealen-v,g-dealen-v,1
staat-n,g-staat-n,1
scherzen-v,t1766295,1
position-n,t3072424,1
weiteressen-v,g-weiteressen-v,1
abendessen-v,g-abendessen-v,1
sergeant-n,g-sergeant-n,1
zuvor-a,t1544341,1
richten-v,t2496353,1
fern-a,t6938892,1
hingehen-v,t5182100,1
entschieden-a,t356012,1
beten-v,t1179680,1
unsinn-n,t3429907,1
bewegt-a,t383905,1
prinz-n,t380703,1
davor-a,t4569857,1
feind-n,t1841298,1
prinzessin-n,t2458732,1
planet-n,t923581,1
zurueckkehren-v,t579313,1
verfolgen-v,t13876775,1
verruecken-v,g-verruecken-v,1
erscheinen-v,t2297380,1
wundervoll-a,t5526147,1
gehirn-n,t1932876,1
nachts-a,t1205138,1
reinkommen-v,t3216488,1
schaetzchen-n,t6986363,1
date-n,t10684959,1
spinnen-v,g-spinnen-v,1
reissen-v,t13425255,1
amerikanisch-a,t135756,1
hexen-v,g-hexen-v,1
gentleman-n,t396969,1
seufzen-v,t353307,1
ueberlassen-v,t12512487,1
cop-n,g-cop-n,1
daemon-n,t13531050,1
benehmen-v,t8213847,1
englisch-a,g-englisch-a,1
engel-n,t361,1
angehen-v,t2927100,1
fein-a,t1843474,1
bestimmen-v,t9865260,1
schlau-a,t4509343,1
rauskommen-v,t5035345,1
schwert-n,t672278,1
zulassen-v,t8330705,1
bessern-v,t725567,1
franzoesisch-a,t469537,1
ertragen-v,t372868,1
heilen-v,t373115,1
haufen-n,t2262708,1
albern-v,t4537397,1
brav-a,t12598339,1
kellern-v,g-kellern-v,1
begreifen-v,t842165,1
maulen-v,g-maulen-v,1
maechtig-a,t9102778,1
hinaus-a,t343025,1
wahnsinn-n,t12199369,1
lord-n,g-lord-n,1
mistkerl-n,t5881006,1
hauen-v,t4403614,1
schwul-a,t5526133,1
mies-a,t11466300,1
anhalten-v,t1512956,1
verflucht-a,g-verflucht-a,1
kehren-v,t2325512,1
einheit-n,t509450,1
streichen-v,t551709,1
hintern-n,t13784477,1
pressen-v,t6999114,1
vampir-n,t1800862,1
luk-n,t13741250,1
pfeifen-v,t1955574,1
erster-n,t341388,1
vollkommen-a,t767309,1
anscheinend-a,t3402822,1
stossen-v,t2699962,1
begehen-v,t345268,1
knast-n,t2829698,1
daraus-a,t3276212,1
labor-n,t11541894,1
fraeulein-n,t423,1
nackt-a,t5787978,1
mami-n,t2619566,1
amerikaner-n,t578433,1
umstand-n,t4701237,1
meile-n,t1350367,1
schwanz-n,t2980739,1
gestehen-v,t479807,1
absehen-v,t13622465,1
einsatz-n,t3261141,1
weitermachen-v,t12420490,1
anklagen-v,g-anklagen-v,1
city-n,g-city-n,1
vertraut-a,t1541191,1
college-n,t1217581,1
absicht-n,t1184,1
ruehren-v,t345050,1
schaemen-v,t1918607,1
buergermeister-n,t783501,1
wolf-n,t5319055,1
drueber-a,t641243,1
erlaubt-a,t418965,1
loswerden-v,t362179,1
lebendig-a,t406840,1
verdaechtigen-v,t741185,1
song-n,t12174802,1
ueberfallen-v,t727508,1
proben-v,t2817194,1
gemein-a,t3942861,1
van-n,t5526159,1
wesen-n,t925,1
riskieren-v,t598581,1
ueberzeugt-a,t414290,1
jahrhundert-n,t494807,1
durchmachen-v,t5880050,1
womit-a,t655440,1
zelle-n,t729100,1
betrachten-v,t1008200,1
rache-n,t6379392,1
pistole-n,t396994,1
erwaehnen-v,t2459297,1
gewehr-n,t742278,1
schlucken-v,t8670805,1
uebergeben-v,t8076555,1
woran-a,t8285608,1
mister-n,t651505,1
dadurch-a,t3448310,1
signal-n,t10103322,1
kuh-n,t2833285,1
befreien-v,t358252,1
vergehen-v,t1033,1
einsperren-v,t1553235,1
zusehen-v,t5136607,1
brauen-v,t2924738,1
bravo-n,t12279558,1
bellen-v,t13877679,1
